placeUrl,title,subtitle,rating,reviewCount,category,attributes,address,plusCode,website,phoneNumber,tuesday,wednesday,thursday,friday,saturday,sunday,monday,imgUrl,isClaimed,latitude,longitude,query,timestamp,openingHours,error
"https://www.google.com/maps/place/Tesla+Destination+Charger/@51.2496089,-113.8129046,9z/data=!4m8!1m2!2m1!1scalgary+electrical+charger+station!3m4!1s0x5371615443938d35:0xedbcd514a677d16e!8m2!3d51.1505!4d-113.9998759?hl=EN",Tesla Destination Charger,,,,Electric vehicle charging station,,"123 Freeport Blvd NE, Calgary, AB T3N 0A3, Canada","5222+52 Calgary, Alberta, Canada",tesla.com,+1 403-291-8000,,,,,,,,,FALSE,51.1504375,-113.9999375,"https://www.google.com/maps/search/calgary+electrical+charger+station/@51.25094803566537,-113.27000839742594,14z/data=!3m1!4b1",2020-12-23T00:03:00.414Z,,
"https://www.google.com/maps/place/Tesla+Destination+Charger,+1316+33+St+NE,+Calgary,+AB+T2A+6J4,+Canada/@51.2496089,-113.8129046,9z/data=!4m5!1m2!2m1!1scalgary+electrical+charger+station!3m1!1s0x537164d3ad088699:0xf9b59f558587d47b?hl=EN",Tesla Destination Charger,,4,4,Electric vehicle charging station,,"1316 33 St NE, Calgary, AB T2A 6J4, Canada","3287+2X Calgary, Alberta, Canada",tesla.com,+1 403-248-8888,,,,,,,,,FALSE,51.0650625,-113.9850625,"https://www.google.com/maps/search/calgary+electrical+charger+station/@51.25094803566537,-113.27000839742594,14z/data=!3m1!4b1",2020-12-23T00:03:02.869Z,,
"https://www.google.com/maps/place/Electric+Vehicle+Charging+Station/@51.2496089,-113.8129046,9z/data=!4m8!1m2!2m1!1scalgary+electrical+charger+station!3m4!1s0x5373cd4b9b6f152f:0x5d19b6d77251b3e1!8m2!3d51.0386289!4d-113.3741799?hl=EN",Electric Vehicle Charging Station,,5,1,Electric vehicle charging station,,"Edgefield St, Strathmore, AB T0J 1Y0, Canada","2JQG+F8 Strathmore, Alberta, Canada",,,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,FALSE,51.0386875,-113.3741875,"https://www.google.com/maps/search/calgary+electrical+charger+station/@51.25094803566537,-113.27000839742594,14z/data=!3m1!4b1",2020-12-23T00:03:04.351Z,,
"https://www.google.com/maps/place/Flo+Charging+Station,+6455+Macleod+Trail+SW,+Calgary,+AB+T2H+0K8,+Canada/@51.2496089,-113.8129046,9z/data=!4m5!1m2!2m1!1scalgary+electrical+charger+station!3m1!1s0x537170566f78cc3f:0x977cadf10077aef4?hl=EN",Flo Charging Station,,,,Electric vehicle charging station,,"6455 Macleod Trail SW, Calgary, AB T2H 0K8, Canada","2W2H+25 Calgary, Alberta, Canada",flo.ca,+1 844-825-3356,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,FALSE,51.0000625,-114.0720625,"https://www.google.com/maps/search/calgary+electrical+charger+station/@51.25094803566537,-113.27000839742594,14z/data=!3m1!4b1",2020-12-23T00:03:06.006Z,,
"https://www.google.com/maps/place/Flo+Charging+Station/@51.2496089,-113.8129046,9z/data=!4m8!1m2!2m1!1scalgary+electrical+charger+station!3m4!1s0x537179be991fbfc9:0xf089ae0f9f830906!8m2!3d50.958614!4d-113.929905?hl=EN",Flo Charging Station,,,,Electric vehicle charging station,,"7121 107 Ave SE, Calgary, AB T2C 4Z8, Canada","X35C+C2 Calgary, Alberta, Canada",flo.ca,+1 844-825-3356,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,FALSE,50.9585625,-113.9299375,"https://www.google.com/maps/search/calgary+electrical+charger+station/@51.25094803566537,-113.27000839742594,14z/data=!3m1!4b1",2020-12-23T00:03:07.475Z,,
"https://www.google.com/maps/place/ChargePoint+Charging+Station/@51.2496089,-113.8129046,9z/data=!4m8!1m2!2m1!1scalgary+electrical+charger+station!3m4!1s0x53716ffc47c64e27:0x8268687fe364c20!8m2!3d51.0471977!4d-114.0655789?hl=EN",ChargePoint Charging Station,,1,1,Electric vehicle charging station,,"225 6 Ave SW, Calgary, AB T2P 1N2, Canada","2WWM+VQ Calgary, Alberta, Canada",ca.chargepoint.com,+1 888-758-4389,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,FALSE,51.0471875,-114.0655625,"https://www.google.com/maps/search/calgary+electrical+charger+station/@51.25094803566537,-113.27000839742594,14z/data=!3m1!4b1",2020-12-23T00:03:09.370Z,,
"https://www.google.com/maps/place/Tesla+Destination+Charger/@51.2496089,-113.8129046,9z/data=!4m8!1m2!2m1!1scalgary+electrical+charger+station!3m4!1s0x53716ffe1331a56d:0x8c0d217892ee4aea!8m2!3d51.0460787!4d-114.0607444?hl=EN",Tesla Destination Charger,,5,2,Electric vehicle charging station,,"727 1 St SE, Calgary, AB T2G 0K7, Canada","2WWQ+CP Calgary, Alberta, Canada",tesla.com,+1 403-537-7000,,,,,,,,https://geo3.ggpht.com/cbk?panoid=IsTnTVcol0iiUtAtEDkP-A&output=thumbnail&cb_client=search.gws-prod.gps&thumb=2&w=408&h=240&yaw=294.08224&pitch=0&thumbfov=100,FALSE,51.0460625,-114.0606875,"https://www.google.com/maps/search/calgary+electrical+charger+station/@51.25094803566537,-113.27000839742594,14z/data=!3m1!4b1",2020-12-23T00:03:10.963Z,,
"https://www.google.com/maps/place/Tesla+Destination+Charger/@51.2496089,-113.8129046,9z/data=!4m8!1m2!2m1!1scalgary+electrical+charger+station!3m4!1s0x53717001cea5ecb3:0x3513339058fa8cf2!8m2!3d51.044567!4d-114.0569?hl=EN",Tesla Destination Charger,,,,Electric vehicle charging station,,"322 9 Ave SE, Calgary, AB T2G 5A6, Canada","2WVV+R6 Calgary, Alberta, Canada",tesla.com,+1 403-537-7000,,,,,,,,,FALSE,51.0445625,-114.0569375,"https://www.google.com/maps/search/calgary+electrical+charger+station/@51.25094803566537,-113.27000839742594,14z/data=!3m1!4b1",2020-12-23T00:03:13.155Z,,
"https://www.google.com/maps/place/Tesla+Supercharger/@51.2496089,-113.8129046,9z/data=!4m8!1m2!2m1!1scalgary+electrical+charger+station!3m4!1s0x5373cd73a547d371:0xc8bf8ffb756e2bb!8m2!3d51.0383166!4d-113.3787169?hl=EN",Tesla Supercharger,,4.1,10,Electric vehicle charging station,,"100 Ranch Market, Strathmore, AB T1P 0A8, Canada","2JQC+8G Strathmore, Alberta, Canada",tesla.com,+1 877-798-3752,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,FALSE,51.0383125,-113.3786875,"https://www.google.com/maps/search/calgary+electrical+charger+station/@51.25094803566537,-113.27000839742594,14z/data=!3m1!4b1",2020-12-23T00:03:14.786Z,,
"https://www.google.com/maps/place/Tesla+Destination+Charger/@51.0934083,-114.2129834,11z/data=!4m9!1m3!2m2!1scalgary+electrical+charger+station!6e2!3m4!1s0x53716ffdd978b155:0xe2893c47e08daf06!8m2!3d51.0461809!4d-114.062747?hl=EN",Tesla Destination Charger,,,,Electric vehicle charging station,,"700 Centre St S, Calgary, AB T2G 5P6, Canada","2WWP+FW Calgary, Alberta, Canada",tesla.com,+1 403-717-1234,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,https://geo1.ggpht.com/cbk?panoid=q_0flbsv_kElXopKPK47Dg&output=thumbnail&cb_client=search.gws-prod.gps&thumb=2&w=408&h=240&yaw=138.12617&pitch=0&thumbfov=100,FALSE,51.0461875,-114.0626875,"https://www.google.com/maps/search/calgary+electrical+charger+station/@51.25094803566537,-113.27000839742594,14z/data=!3m1!4b1",2020-12-23T00:03:17.892Z,,
"https://www.google.com/maps/place/Tesla+Destination+Charger,+720+5+Ave+SW,+Calgary,+AB+T2P+0N2,+Canada/@51.0934083,-114.2129834,11z/data=!4m6!1m3!2m2!1scalgary+electrical+charger+station!6e2!3m1!1s0x53716fe4fbf226df:0x14b6a62ef57c451?hl=EN",Tesla Destination Charger,,5,1,Electric vehicle charging station,,"720 5 Ave SW, Calgary, AB T2P 0N2, Canada","2WXC+HX Calgary, Alberta, Canada",tesla.com,+1 403-537-7000,,,,,,,,,FALSE,51.0489375,-114.0775625,"https://www.google.com/maps/search/calgary+electrical+charger+station/@51.25094803566537,-113.27000839742594,14z/data=!3m1!4b1",2020-12-23T00:03:20.012Z,,
"https://www.google.com/maps/place/Tesla+Destination+Charger/@51.0934083,-114.2129834,11z/data=!4m9!1m3!2m2!1scalgary+electrical+charger+station!6e2!3m4!1s0x5371711dbfd2036f:0x9577857718668fe1!8m2!3d50.983459!4d-114.069543?hl=EN",Tesla Destination Charger,,,,Electric vehicle charging station,,"7845 Flint Rd SE, Calgary, AB T2H 1G3, Canada","XWMJ+95 Calgary, Alberta, Canada",tesla.com,+1 587-324-1993,,,,,,,,,FALSE,50.9834375,-114.0695625,"https://www.google.com/maps/search/calgary+electrical+charger+station/@51.25094803566537,-113.27000839742594,14z/data=!3m1!4b1",2020-12-23T00:03:21.477Z,,
"https://www.google.com/maps/place/Tesla+Destination+Charger,+899+Centre+St+S,+Calgary,+AB+T2P+0S9,+Canada/@51.0934083,-114.2129834,11z/data=!4m6!1m3!2m2!1scalgary+electrical+charger+station!6e2!3m1!1s0x53716ffd8d9e2ed1:0x87c548eb7b61e520?hl=EN",Tesla Destination Charger,,,,Electric vehicle charging station,,"899 Centre St S, Calgary, AB T2P 0S9, Canada","2WVP+WJ Calgary, Alberta, Canada",tesla.com,+1 877-362-8990,,,,,,,,,FALSE,51.0448125,-114.0634375,"https://www.google.com/maps/search/calgary+electrical+charger+station/@51.25094803566537,-113.27000839742594,14z/data=!3m1!4b1",2020-12-23T00:03:23.320Z,,
"https://www.google.com/maps/place/Flo+Charging+Station/@51.0934083,-114.2129834,11z/data=!4m9!1m3!2m2!1scalgary+electrical+charger+station!6e2!3m4!1s0x537160f9e58bf1a9:0x26d433ed9950e561!8m2!3d51.203525!4d-113.990167?hl=EN",Flo Charging Station,,,,Electric vehicle charging station,,"261055 Crossiron Blvd, Rocky View County, AB T4A 0G3, Canada","6235+CW Calgary, Alberta, Canada",flo.ca,+1 844-825-3356,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,FALSE,51.2035625,-113.9901875,"https://www.google.com/maps/search/calgary+electrical+charger+station/@51.25094803566537,-113.27000839742594,14z/data=!3m1!4b1",2020-12-23T00:03:24.815Z,,
"https://www.google.com/maps/place/Tesla+Destination+Charger/@51.0934083,-114.2129834,11z/data=!4m9!1m3!2m2!1scalgary+electrical+charger+station!6e2!3m4!1s0x53717003cb260cf7:0xe4712052d814b051!8m2!3d51.041995!4d-114.060321?hl=EN",Tesla Destination Charger,,5,1,Electric vehicle charging station,,"1100 1 St SE, Calgary, AB T2G 1B1, Canada","2WRQ+QV Calgary, Alberta, Canada",tesla.com,+1 403-299-7275,,,,,,,,,FALSE,51.0419375,-114.0603125,"https://www.google.com/maps/search/calgary+electrical+charger+station/@51.25094803566537,-113.27000839742594,14z/data=!3m1!4b1",2020-12-23T00:03:26.416Z,,
"https://www.google.com/maps/place/Tesla+Destination+Charger/@51.0934083,-114.2129834,11z/data=!4m9!1m3!2m2!1scalgary+electrical+charger+station!6e2!3m4!1s0x53716554d4a0f651:0xbba5472b09cc4c29!8m2!3d51.047285!4d-114.04933?hl=EN",Tesla Destination Charger,,,,Electric vehicle charging station,,"620 6 Ave SE, Calgary, AB T2G 0G1, Canada","2XW2+W7 Calgary, Alberta, Canada",tesla.com,+1 833-258-6635,,,,,,,,,FALSE,51.0473125,-114.0493125,"https://www.google.com/maps/search/calgary+electrical+charger+station/@51.25094803566537,-113.27000839742594,14z/data=!3m1!4b1",2020-12-23T00:03:28.548Z,,
"https://www.google.com/maps/place/Tesla+Destination+Charger/@51.0934083,-114.2129834,11z/data=!4m9!1m3!2m2!1scalgary+electrical+charger+station!6e2!3m4!1s0x53716ffdf359e445:0x73d8ab618a7a695!8m2!3d51.0448089!4d-114.062668?hl=EN",Tesla Destination Charger,,,,Electric vehicle charging station,,"110 9 Ave SE, Calgary, AB T2G 5A6, Canada","2WVP+WW Calgary, Alberta, Canada",tesla.com,+1 403-266-7331,,,,,,,,,FALSE,51.0448125,-114.0626875,"https://www.google.com/maps/search/calgary+electrical+charger+station/@51.25094803566537,-113.27000839742594,14z/data=!3m1!4b1",2020-12-23T00:03:30.300Z,,
"https://www.google.com/maps/place/Tesla+Destination+Charger,+5222+Macleod+Trail,+Calgary,+AB+T2H+0J2,+Canada/@51.0934083,-114.2129834,11z/data=!4m6!1m3!2m2!1scalgary+electrical+charger+station!6e2!3m1!1s0x5371705afb42405b:0xb9b70b3148bbb7cf?hl=EN",Tesla Destination Charger,,5,1,Electric vehicle charging station,,"5222 Macleod Trail, Calgary, AB T2H 0J2, Canada","2W5J+4R Calgary, Alberta, Canada",tesla.com,+1 403-764-3222,,,,,,,,,FALSE,51.0078125,-114.0679375,"https://www.google.com/maps/search/calgary+electrical+charger+station/@51.25094803566537,-113.27000839742594,14z/data=!3m1!4b1",2020-12-23T00:03:32.120Z,,
"https://www.google.com/maps/place/EV+Charging/@51.0934083,-114.2129834,11z/data=!4m9!1m3!2m2!1scalgary+electrical+charger+station!6e2!3m4!1s0x53716f1da2dfc8c5:0x98144ec99d49d813!8m2!3d51.0827374!4d-114.1556348?hl=EN",EV Charging,,2.5,2,Electric vehicle charging station,,"4880 32 Ave NW Calgary AB T3A 4N7 32 Ave NW, Calgary, AB T3A 4N7, Canada","3RMV+3P Calgary, Alberta, Canada",,+1 403-288-5466,,,,,,,,,FALSE,51.0826875,-114.1556875,"https://www.google.com/maps/search/calgary+electrical+charger+station/@51.25094803566537,-113.27000839742594,14z/data=!3m1!4b1",2020-12-23T00:03:34.120Z,,
"https://www.google.com/maps/place/ChargePoint+Charging+Station/@51.0934083,-114.2129834,11z/data=!4m9!1m3!2m2!1scalgary+electrical+charger+station!6e2!3m4!1s0x53716ffc105097a3:0xac31ad77b69f9e81!8m2!3d51.0477254!4d-114.0657954?hl=EN",ChargePoint Charging Station,,,,Electric vehicle charging station,,"205 5 Ave SW, Calgary, AB T2P 2V7, Canada","2WXM+3M Calgary, Alberta, Canada",ca.chargepoint.com,+1 888-758-4389,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,FALSE,51.0476875,-114.0658125,"https://www.google.com/maps/search/calgary+electrical+charger+station/@51.25094803566537,-113.27000839742594,14z/data=!3m1!4b1",2020-12-23T00:03:35.712Z,,
"https://www.google.com/maps/place/Amazon+Hub+Locker+-+Zealand/@51.2496089,-113.8129046,9z/data=!4m8!1m2!2m1!1scalgary+amazon+hub+locker!3m4!1s0x537165dcc72ed14b:0x3e49ab62758f9b28!8m2!3d51.07313!4d-113.93565?hl=EN",Amazon Hub Locker - Zealand,,,,E-commerce service,,"at ON the RUN, 2315 68 St NE, Calgary, AB T1Y 6S4, Canada","33F7+7P Calgary, Alberta, Canada",,+1 877-346-6244,,,,,,,,https://geo2.ggpht.com/cbk?panoid=UllpuYDLJF2Qym1qde2Pjw&output=thumbnail&cb_client=search.gws-prod.gps&thumb=2&w=408&h=240&yaw=329.7855&pitch=0&thumbfov=100,TRUE,51.0731875,-113.9356875,"https://www.google.com/maps/search/calgary+amazon+hub+locker/@51.25094803566537,-113.27000839742594,14z/data=!3m1!4b1",2020-12-23T00:40:46.517Z,,
"https://www.google.com/maps/place/Amazon+Hub+Locker+-+Boss,+at+PHARMASAVE,+3803+26+Ave+SW,+Calgary,+AB+T3E+6V7,+Canada/@51.2496089,-113.8129046,9z/data=!4m5!1m2!2m1!1scalgary+amazon+hub+locker!3m1!1s0x53716faac70f4461:0x888959410d75c167?hl=EN",Amazon Hub Locker - Boss,,5,1,E-commerce service,,"at PHARMASAVE, 3803 26 Ave SW, Calgary, AB T3E 6V7, Canada","2VH5+V7 Calgary, Alberta, Canada",,+1 877-346-6244,,,,,,,,,TRUE,51.0296875,-114.1418125,"https://www.google.com/maps/search/calgary+amazon+hub+locker/@51.25094803566537,-113.27000839742594,14z/data=!3m1!4b1",2020-12-23T00:40:48.362Z,,
"https://www.google.com/maps/place/Amazon+Hub+Locker+-+Bottom,+at+PHARMASAVE,+222-15566+McIvor+Blvd+SE,+Calgary,+AB+T2Z+4Y2,+Canada/@51.2496089,-113.8129046,9z/data=!4m5!1m2!2m1!1scalgary+amazon+hub+locker!3m1!1s0x537177ab61a2f81b:0x6e085f8641d85887?hl=EN",Amazon Hub Locker - Bottom,,1,1,E-commerce service,,"at PHARMASAVE, 222-15566 McIvor Blvd SE, Calgary, AB T2Z 4Y2, Canada","W27X+5V Calgary, Alberta, Canada",,+1 877-346-6244,,,,,,,,,FALSE,50.9129375,-113.9503125,"https://www.google.com/maps/search/calgary+amazon+hub+locker/@51.25094803566537,-113.27000839742594,14z/data=!3m1!4b1",2020-12-23T00:40:50.058Z,Temporarily closed,
"https://www.google.com/maps/place/Amazon+Hub+Locker+-+Norm,+at+%231+Convenience+Store,+10015+Oakfield+Dr+SW+%231,+Calgary,+AB+T2V+1S9,+Canada/@51.2496089,-113.8129046,9z/data=!4m5!1m2!2m1!1scalgary+amazon+hub+locker!3m1!1s0x5371735de030781b:0xe876a738722583ba?hl=EN",Amazon Hub Locker - Norm,,,,E-commerce service,,"at #1 Convenience Store, 10015 Oakfield Dr SW #1, Calgary, AB T2V 1S9, Canada","XV68+RR Calgary, Alberta, Canada",amazon.ca,+1 877-346-6244,,,,,,,,,TRUE,50.9620625,-114.1329375,"https://www.google.com/maps/search/calgary+amazon+hub+locker/@51.25094803566537,-113.27000839742594,14z/data=!3m1!4b1",2020-12-23T00:40:51.913Z,,
"https://www.google.com/maps/place/Amazon+Hub+Locker+-+Plentiful,+at+Amble+Ventures,+825+8+Ave+SW,+Calgary,+AB+T2P+2T3,+Canada/@51.2496089,-113.8129046,9z/data=!4m5!1m2!2m1!1scalgary+amazon+hub+locker!3m1!1s0x53716fb7d225542d:0x7d38f9a29b5f364?hl=EN",Amazon Hub Locker - Plentiful,,5,1,E-commerce service,,"at Amble Ventures, 825 8 Ave SW, Calgary, AB T2P 2T3, Canada","2WW9+7Q Calgary, Alberta, Canada",amazon.ca,+1 877-346-6244,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,TRUE,51.0456875,-114.0805625,"https://www.google.com/maps/search/calgary+amazon+hub+locker/@51.25094803566537,-113.27000839742594,14z/data=!3m1!4b1",2020-12-23T00:40:54.330Z,,
